Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,Nature,Reporting Type,Type of product,Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",116,Cambodia,2016,647163,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,WCH,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",116,Cambodia,2016,27005095,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,NMM,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",116,Cambodia,2016,23084443,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,CRO,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",116,Cambodia,2016,3670543,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,FOF,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",116,Cambodia,2016,862185,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,FEO,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",116,Cambodia,2016,2531927,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,GBO,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",116,Cambodia,2016,624744,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,NMA,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",116,Cambodia,2016,1760857,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,COL,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",116,Cambodia,2016,16810051,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,CPR,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",120,Cameroon,2016,493338,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,GAS,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",120,Cameroon,2016,10437825,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,GBO,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",120,Cameroon,2016,611481,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,NMA,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",120,Cameroon,2016,23290015,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,CPR,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",120,Cameroon,2016,97310978.23118,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,ALP,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",120,Cameroon,2016,350666,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,FEO,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",120,Cameroon,2016,118476,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,NFO,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",120,Cameroon,2016,72444447,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,BIM,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",120,Cameroon,2016,9126138,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,WOD,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",120,Cameroon,2016,21130806,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,NMC,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",120,Cameroon,2016,2161764,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,PET,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",120,Cameroon,2016,469142,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,MEO,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",120,Cameroon,2016,422165,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,WCH,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",120,Cameroon,2016,21742287,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,NMM,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",120,Cameroon,2016,29168303,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,CRO,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",120,Cameroon,2016,2655102,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,FOF,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",124,Canada,2016,73733409,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,GAS,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",124,Canada,2016,26629709,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,GBO,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",124,Canada,2016,78516835,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,CPR,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",124,Canada,2016,38802400,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,COL,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",124,Canada,2016,32172195,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,NMA,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",124,Canada,2016,1048736208.618,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,ALP,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",124,Canada,2016,197728496,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,BIM,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",124,Canada,2016,43109615,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,WOD,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",124,Canada,2016,160854074,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,NFO,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",124,Canada,2016,428383350,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,NMC,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",124,Canada,2016,19191191,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,FEO,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",124,Canada,2016,41901554,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,PET,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",124,Canada,2016,180045265,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,MEO,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",124,Canada,2016,718074,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,WCH,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",124,Canada,2016,460555546,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,NMM,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",124,Canada,2016,55969539,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,ONT,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",124,Canada,2016,48754264,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,CRO,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",124,Canada,2016,210406902,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,FOF,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",132,Cabo Verde,2016,484,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,NMA,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",132,Cabo Verde,2016,49577,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,CPR,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",132,Cabo Verde,2016,3644744.79089,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,ALP,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",132,Cabo Verde,2016,864267,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,BIM,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",132,Cabo Verde,2016,150667,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,WOD,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",132,Cabo Verde,2016,2760192,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,NMC,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",132,Cabo Verde,2016,19673,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,FEO,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",132,Cabo Verde,2016,19801,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,MEO,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",132,Cabo Verde,2016,357721,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,GBO,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",132,Cabo Verde,2016,20463,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,WCH,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",132,Cabo Verde,2016,2760676,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,NMM,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",132,Cabo Verde,2016,285839,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,CRO,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",132,Cabo Verde,2016,128,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,NFO,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",140,Central African Republic,2016,2589220,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,CRO,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",140,Central African Republic,2016,205,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,NFO,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",140,Central African Republic,2016,8623,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,MEO,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",140,Central African Republic,2016,328220,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,NMM,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",140,Central African Republic,2016,37278,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,WCH,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",140,Central African Republic,2016,8416830,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,GBO,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",140,Central African Republic,2016,1708461,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,WOD,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",140,Central African Republic,2016,327364,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,NMC,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",140,Central African Republic,2016,8417,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,FEO,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",140,Central African Republic,2016,15119213,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,BIM,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",140,Central African Republic,2016,2367425,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,CPR,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",140,Central African Republic,2016,856,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,NMA,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",140,Central African Republic,2016,15456055.62161,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,ALP,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",144,Sri Lanka,2016,1417572,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,MEO,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",144,Sri Lanka,2016,160452,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,NFO,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",144,Sri Lanka,2016,73995454,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,NMM,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",144,Sri Lanka,2016,640689,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,WCH,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",144,Sri Lanka,2016,12048921,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,CRO,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",144,Sri Lanka,2016,6877148,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,FOF,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",144,Sri Lanka,2016,2093482,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,COL,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",144,Sri Lanka,2016,11683975,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,CPR,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",144,Sri Lanka,2016,113844923.84786,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,ALP,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",144,Sri Lanka,2016,31554749,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,BIM,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",144,Sri Lanka,2016,4971564,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,WOD,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",144,Sri Lanka,2016,73282607,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,NMC,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",144,Sri Lanka,2016,4783666,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,PET,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",144,Sri Lanka,2016,1257120,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,FEO,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",144,Sri Lanka,2016,2209600,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,GBO,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",144,Sri Lanka,2016,712848,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,NMA,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",148,Chad,2016,36988775.82909,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,ALP,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",148,Chad,2016,126848,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,WCH,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",148,Chad,2016,4568518,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,FOF,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",148,Chad,2016,5509874,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,CRO,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",148,Chad,2016,46005,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,NMM,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",148,Chad,2016,11139111,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,GBO,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",148,Chad,2016,9864450,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,CPR,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",148,Chad,2016,5733969,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,WOD,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",148,Chad,2016,4568518,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,PET,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",148,Chad,2016,46005,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,NMC,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",148,Chad,2016,32374253,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,BIM,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",152,Chile,2016,15593725,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,CRO,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",152,Chile,2016,32227966,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,FOF,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",152,Chile,2016,588730862,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,NFO,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",152,Chile,2016,596257301,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,MEO,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",152,Chile,2016,1235557,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,WCH,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",152,Chile,2016,58941699,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,NMM,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.2,12.2.2,EN_MAT_DOMCMPT,"Domestic material consumption, by type of raw material (tonnes)",152,Chile,2016,10534474,2016,,,,,Environment Live / Global Material Flows Database,,,E,G,GBO,TONNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
