Goal, Target, Indicator, SeriesCode, SeriesDescription, GeoAreaCode, GeoAreaName, TimePeriod, Value, Time_Detail,  UpperBound, LowerBound, BasePeriod, Source, FootNote, Nature, Units,[Reporting Type]
15,15.2,15.2.1,AG_LND_FRSTCERT,Forest area certified under an independently verified certification scheme (thousands of hectares),260,French Southern Territories,2018,0,2018,,,,"Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment",,G,HA_TH,G
15,15.2,15.2.1,AG_LND_FRSTCERT,Forest area certified under an independently verified certification scheme (thousands of hectares),270,Gambia,2018,0,2018,,,,"Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment",,G,HA_TH,G
15,15.2,15.2.1,AG_LND_FRSTCERT,Forest area certified under an independently verified certification scheme (thousands of hectares),292,Gibraltar,2018,0,2018,,,,"Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment",,G,HA_TH,G
15,15.2,15.2.1,AG_LND_FRSTCERT,Forest area certified under an independently verified certification scheme (thousands of hectares),308,Grenada,2018,0,2018,,,,"Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment",,G,HA_TH,G
15,15.2,15.2.1,AG_LND_FRSTCERT,Forest area certified under an independently verified certification scheme (thousands of hectares),832,Jersey,2018,0,2018,,,,"Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment",,G,HA_TH,G
15,15.2,15.2.1,AG_LND_FRSTCERT,Forest area certified under an independently verified certification scheme (thousands of hectares),850,United States Virgin Islands,2018,0,2018,,,,"Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment",,G,HA_TH,G
15,15.2,15.2.1,AG_LND_FRSTCERT,Forest area certified under an independently verified certification scheme (thousands of hectares),334,Heard Island and McDonald Islands,2018,0,2018,,,,"Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment",,G,HA_TH,G
15,15.2,15.2.1,AG_LND_FRSTCERT,Forest area certified under an independently verified certification scheme (thousands of hectares),348,Hungary,2018,304.118,2018,,,,"Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment",,G,HA_TH,G
15,15.2,15.2.1,AG_LND_FRSTCERT,Forest area certified under an independently verified certification scheme (thousands of hectares),364,Iran (Islamic Republic of),2018,0,2018,,,,"Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment",,G,HA_TH,G
15,15.2,15.2.1,AG_LND_FRSTCERT,Forest area certified under an independently verified certification scheme (thousands of hectares),380,Italy,2018,818.266,2018,,,,"Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment",,G,HA_TH,G
15,15.2,15.2.1,AG_LND_FRSTCERT,Forest area certified under an independently verified certification scheme (thousands of hectares),398,Kazakhstan,2018,0,2018,,,,"Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment",,G,HA_TH,G
15,15.2,15.2.1,AG_LND_FRSTCERT,Forest area certified under an independently verified certification scheme (thousands of hectares),410,Republic of Korea,2018,337.616,2018,,,,"Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment",,G,HA_TH,G
15,15.2,15.2.1,AG_LND_FRSTCERT,Forest area certified under an independently verified certification scheme (thousands of hectares),430,Liberia,2018,0,2018,,,,"Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment",,G,HA_TH,G
15,15.2,15.2.1,AG_LND_FRSTCERT,Forest area certified under an independently verified certification scheme (thousands of hectares),440,Lithuania,2018,1140.24,2018,,,,"Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment",,G,HA_TH,G
15,15.2,15.2.1,AG_LND_FRSTCERT,Forest area certified under an independently verified certification scheme (thousands of hectares),831,Guernsey,2018,0,2018,,,,"Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment",,G,HA_TH,G
15,15.2,15.2.1,AG_LND_FRSTCERT,Forest area certified under an independently verified certification scheme (thousands of hectares),840,United States of America,2018,38731.476,2018,,,,"Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment",,G,HA_TH,G
15,15.2,15.2.1,AG_LND_FRSTCERT,Forest area certified under an independently verified certification scheme (thousands of hectares),860,Uzbekistan,2018,0,2018,,,,"Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment",,G,HA_TH,G
15,15.2,15.2.1,AG_LND_FRSTCERT,Forest area certified under an independently verified certification scheme (thousands of hectares),887,Yemen,2018,0,2018,,,,"Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment",,G,HA_TH,G
15,15.2,15.2.1,AG_LND_FRSTCERT,Forest area certified under an independently verified certification scheme (thousands of hectares),388,Jamaica,2018,0,2018,,,,"Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment",,G,HA_TH,G
15,15.2,15.2.1,AG_LND_FRSTCERT,Forest area certified under an independently verified certification scheme (thousands of hectares),404,Kenya,2018,0,2018,,,,"Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment",,G,HA_TH,G
15,15.2,15.2.1,AG_LND_FRSTCERT,Forest area certified under an independently verified certification scheme (thousands of hectares),417,Kyrgyzstan,2018,0.312,2018,,,,"Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment",,G,HA_TH,G
15,15.2,15.2.1,AG_LND_FRSTCERT,Forest area certified under an independently verified certification scheme (thousands of hectares),426,Lesotho,2018,0,2018,,,,"Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment",,G,HA_TH,G
15,15.2,15.2.1,AG_LND_FRSTCERT,Forest area certified under an independently verified certification scheme (thousands of hectares),434,Libya,2018,0,2018,,,,"Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment",,G,HA_TH,G
15,15.2,15.2.1,AG_LND_FRSTCERT,Forest area certified under an independently verified certification scheme (thousands of hectares),862,Venezuela (Bolivarian Republic of),2018,16.752,2018,,,,"Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment",,G,HA_TH,G
15,15.2,15.2.1,AG_LND_FRSTCERT,Forest area certified under an independently verified certification scheme (thousands of hectares),894,Zambia,2018,0,2018,,,,"Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment",,G,HA_TH,G
15,15.2,15.2.1,AG_LND_FRSTCERT,Forest area certified under an independently verified certification scheme (thousands of hectares),324,Guinea,2018,0,2018,,,,"Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment",,G,HA_TH,G
15,15.2,15.2.1,AG_LND_FRSTCERT,Forest area certified under an independently verified certification scheme (thousands of hectares),336,Holy See,2018,0,2018,,,,"Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment",,G,HA_TH,G
15,15.2,15.2.1,AG_LND_FRSTCERT,Forest area certified under an independently verified certification scheme (thousands of hectares),352,Iceland,2018,0,2018,,,,"Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment",,G,HA_TH,G
15,15.2,15.2.1,AG_LND_FRSTCERT,Forest area certified under an independently verified certification scheme (thousands of hectares),368,Iraq,2018,0,2018,,,,"Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment",,G,HA_TH,G
15,15.2,15.2.1,AG_LND_FRSTCERT,Forest area certified under an independently verified certification scheme (thousands of hectares),384,Côte d'Ivoire,2018,0,2018,,,,"Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment",,G,HA_TH,G
15,15.2,15.2.1,AG_LND_FRSTCERT,Forest area certified under an independently verified certification scheme (thousands of hectares),400,Jordan,2018,0,2018,,,,"Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment",,G,HA_TH,G
15,15.2,15.2.1,AG_LND_FRSTCERT,Forest area certified under an independently verified certification scheme (thousands of hectares),414,Kuwait,2018,0,2018,,,,"Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment",,G,HA_TH,G
15,15.2,15.2.1,AG_LND_FRSTCERT,Forest area certified under an independently verified certification scheme (thousands of hectares),422,Lebanon,2018,0,2018,,,,"Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment",,G,HA_TH,G
