Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,Nature,Reporting Type,Type of product,Units,2005,2010,2015,2016,2017,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",738,Sub-Saharan Africa (inc. Sudan),C,G,ALP,PERCENT,9.74,9.18,8.81,8.24,8.79,8.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",738,Sub-Saharan Africa (inc. Sudan),C,G,ARM,PERCENT,19.54,19.05,17.30,24.95,17.17,16.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",738,Sub-Saharan Africa (inc. Sudan),C,G,CLO,PERCENT,34.95,32.45,28.12,30.63,28.56,28.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",738,Sub-Saharan Africa (inc. Sudan),C,G,IND,PERCENT,9.23,8.65,7.90,7.21,7.46,7.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",738,Sub-Saharan Africa (inc. Sudan),C,G,OIL,PERCENT,0.67,2.16,0.94,0.90,0.53,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",738,Sub-Saharan Africa (inc. Sudan),C,G,TEX,PERCENT,17.16,15.46,16.46,15.85,15.89,15.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",729,Sudan,C,G,AGR,PERCENT,14.40,18.73,19.32,21.08,16.36,16.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",729,Sudan,C,G,ALP,PERCENT,15.95,17.84,20.57,17.71,16.40,16.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",729,Sudan,C,G,ARM,PERCENT,28.23,28.70,39.35,37.64,34.27,34.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",729,Sudan,C,G,CLO,PERCENT,40.00,40.00,40.00,40.00,40.00,40.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",729,Sudan,C,G,IND,PERCENT,15.58,16.77,18.26,15.41,15.51,15.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",729,Sudan,C,G,OIL,PERCENT,,10.00,,10.00,3.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",729,Sudan,C,G,TEX,PERCENT,20.01,18.91,33.73,22.95,22.05,22.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",740,Suriname,C,G,AGR,PERCENT,24.06,27.81,25.45,25.99,25.17,22.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",740,Suriname,C,G,ALP,PERCENT,14.94,14.85,13.12,13.47,13.01,10.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",740,Suriname,C,G,CLO,PERCENT,20.00,20.00,19.96,19.96,19.97,19.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",740,Suriname,C,G,IND,PERCENT,12.75,11.21,10.11,10.83,9.72,8.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",740,Suriname,C,G,TEX,PERCENT,15.85,12.46,10.62,10.07,10.05,10.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",756,Switzerland,C,G,AGR,PERCENT,29.89,23.13,26.53,27.22,24.66,23.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",756,Switzerland,C,G,ALP,PERCENT,2.88,2.39,1.98,1.44,1.86,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",756,Switzerland,C,G,ARM,PERCENT,0.72,0.59,0.81,0.66,0.96,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",756,Switzerland,C,G,CLO,PERCENT,5.10,4.67,4.92,3.82,3.97,4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",756,Switzerland,C,G,IND,PERCENT,1.00,0.86,0.65,0.28,0.65,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",756,Switzerland,C,G,OIL,PERCENT,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",756,Switzerland,C,G,TEX,PERCENT,5.21,5.12,4.92,4.03,4.41,4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",760,Syrian Arab Republic,C,G,AGR,PERCENT,8.58,10.35,19.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",760,Syrian Arab Republic,C,G,ALP,PERCENT,8.72,11.47,18.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",760,Syrian Arab Republic,C,G,ARM,PERCENT,,50.00,48.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",760,Syrian Arab Republic,C,G,CLO,PERCENT,50.00,49.83,79.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",760,Syrian Arab Republic,C,G,IND,PERCENT,8.99,11.96,15.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",760,Syrian Arab Republic,C,G,TEX,PERCENT,6.02,6.43,23.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",762,Tajikistan,C,G,AGR,PERCENT,8.34,7.84,7.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",762,Tajikistan,C,G,ALP,PERCENT,6.88,8.07,7.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",762,Tajikistan,C,G,ARM,PERCENT,0.00,10.81,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",762,Tajikistan,C,G,CLO,PERCENT,10.55,10.00,10.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",762,Tajikistan,C,G,IND,PERCENT,6.08,7.03,6.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",762,Tajikistan,C,G,OIL,PERCENT,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",762,Tajikistan,C,G,TEX,PERCENT,12.23,11.58,12.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",764,Thailand,C,G,AGR,PERCENT,36.98,36.52,36.48,43.36,40.43,40.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",764,Thailand,C,G,ALP,PERCENT,5.60,6.44,6.98,7.21,7.19,7.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",764,Thailand,C,G,ARM,PERCENT,14.87,29.32,15.63,14.77,13.69,13.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",764,Thailand,C,G,CLO,PERCENT,29.54,29.78,29.78,29.90,29.95,29.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",764,Thailand,C,G,IND,PERCENT,5.06,5.70,5.49,5.47,5.53,5.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",764,Thailand,C,G,OIL,PERCENT,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",764,Thailand,C,G,TEX,PERCENT,6.55,7.55,9.19,9.14,9.68,9.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",626,Timor-Leste,C,G,AGR,PERCENT,2.50,2.50,2.50,2.50,2.50,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",626,Timor-Leste,C,G,ALP,PERCENT,2.50,2.50,2.50,2.50,2.50,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",626,Timor-Leste,C,G,ARM,PERCENT,2.50,2.50,2.50,2.50,2.50,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",626,Timor-Leste,C,G,CLO,PERCENT,2.50,2.50,2.50,2.50,2.50,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",626,Timor-Leste,C,G,IND,PERCENT,2.50,2.50,2.50,2.50,2.50,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",626,Timor-Leste,C,G,OIL,PERCENT,,,,,2.50,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",626,Timor-Leste,C,G,TEX,PERCENT,2.50,2.50,2.50,2.50,2.50,2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",768,Togo,C,G,AGR,PERCENT,15.50,15.07,17.01,17.44,16.63,16.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",768,Togo,C,G,ALP,PERCENT,9.07,11.28,11.55,12.02,11.64,11.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",768,Togo,C,G,ARM,PERCENT,,,,,12.52,12.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",768,Togo,C,G,CLO,PERCENT,,20.00,20.00,20.00,20.00,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",768,Togo,C,G,IND,PERCENT,7.95,10.10,9.79,10.53,9.71,9.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",768,Togo,C,G,OIL,PERCENT,,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",768,Togo,C,G,TEX,PERCENT,19.64,17.44,20.77,16.48,21.03,21.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",776,Tonga,C,G,AGR,PERCENT,31.81,5.53,5.15,5.77,5.32,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",776,Tonga,C,G,ALP,PERCENT,22.39,5.04,5.64,5.79,5.62,5.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",776,Tonga,C,G,ARM,PERCENT,25.00,20.00,20.00,20.00,20.00,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",776,Tonga,C,G,CLO,PERCENT,16.32,15.00,15.00,15.00,15.00,15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",776,Tonga,C,G,IND,PERCENT,18.42,4.54,5.59,5.57,5.47,5.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",776,Tonga,C,G,OIL,PERCENT,,20.00,20.00,20.00,20.00,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",776,Tonga,C,G,TEX,PERCENT,17.00,12.68,13.41,13.40,10.08,10.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",780,Trinidad and Tobago,C,G,AGR,PERCENT,16.75,25.71,28.24,,33.13,33.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",780,Trinidad and Tobago,C,G,ALP,PERCENT,6.53,6.75,9.71,,7.96,7.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",780,Trinidad and Tobago,C,G,ARM,PERCENT,23.01,21.26,25.32,,24.67,24.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",780,Trinidad and Tobago,C,G,CLO,PERCENT,19.83,19.87,19.91,,19.99,19.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",780,Trinidad and Tobago,C,G,IND,PERCENT,8.33,6.65,6.86,,6.82,6.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",780,Trinidad and Tobago,C,G,OIL,PERCENT,0.00,0.00,0.00,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",780,Trinidad and Tobago,C,G,TEX,PERCENT,8.54,10.28,10.57,,11.69,11.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",788,Tunisia,C,G,AGR,PERCENT,39.57,38.43,16.15,13.19,16.09,16.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",788,Tunisia,C,G,ALP,PERCENT,20.03,18.89,10.77,9.49,12.33,12.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",788,Tunisia,C,G,ARM,PERCENT,26.00,26.09,26.50,21.12,26.02,26.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",788,Tunisia,C,G,CLO,PERCENT,31.53,28.39,20.16,26.05,20.12,20.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",788,Tunisia,C,G,IND,PERCENT,16.34,15.49,9.95,8.32,11.54,11.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",788,Tunisia,C,G,OIL,PERCENT,6.35,6.35,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",788,Tunisia,C,G,TEX,PERCENT,26.33,26.25,15.37,15.47,15.30,15.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",792,Turkey,C,G,AGR,PERCENT,25.78,33.24,34.41,35.17,32.41,18.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",792,Turkey,C,G,ALP,PERCENT,4.16,5.23,5.92,6.43,5.19,4.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",792,Turkey,C,G,ARM,PERCENT,2.79,2.79,2.76,2.74,2.76,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",792,Turkey,C,G,CLO,PERCENT,11.53,11.56,11.66,11.67,11.64,11.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",792,Turkey,C,G,IND,PERCENT,3.60,3.53,3.69,3.23,3.10,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",792,Turkey,C,G,OIL,PERCENT,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",792,Turkey,C,G,TEX,PERCENT,5.87,5.49,5.34,5.24,5.15,5.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",798,Tuvalu,C,G,AGR,PERCENT,12.14,15.19,14.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",798,Tuvalu,C,G,ALP,PERCENT,2.93,1.81,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",798,Tuvalu,C,G,ARM,PERCENT,33.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",798,Tuvalu,C,G,CLO,PERCENT,20.07,19.14,20.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",798,Tuvalu,C,G,IND,PERCENT,1.05,0.74,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",798,Tuvalu,C,G,TEX,PERCENT,20.93,8.36,18.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",800,Uganda,C,G,AGR,PERCENT,19.46,25.30,31.86,28.71,27.15,24.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",800,Uganda,C,G,ALP,PERCENT,12.44,10.77,10.87,11.02,10.91,10.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",800,Uganda,C,G,ARM,PERCENT,7.81,20.40,18.47,13.91,10.98,10.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",800,Uganda,C,G,CLO,PERCENT,25.01,25.03,25.00,25.00,25.00,25.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",800,Uganda,C,G,IND,PERCENT,10.84,8.22,7.40,7.96,7.57,7.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",800,Uganda,C,G,OIL,PERCENT,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",800,Uganda,C,G,TEX,PERCENT,19.65,15.18,16.56,17.09,14.24,14.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17.10,17.10.1,TM_TAX_WMFN,"Worldwide weighted tariff-average, most-favoured-nation status, by type of product (%)",804,Ukraine,C,G,AGR,PERCENT,21.05,7.78,6.07,5.10,6.18,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
